emoji,name,slug,group,emoji_version,unicode_version,skin_tone_support,fuzzy_search
🚼,baby symbol,baby_symbol,Symbols,0.6,0.6,False,baby symbol baby_symbol Symbols
🚾,water closet,water_closet,Symbols,0.6,0.6,False,water closet water_closet Symbols
🛂,passport control,passport_control,Symbols,1.0,1.0,False,passport control passport_control Symbols
🛃,customs,customs,Symbols,1.0,1.0,False,customs customs Symbols
🛄,baggage claim,baggage_claim,Symbols,1.0,1.0,False,baggage claim baggage_claim Symbols
🛅,left luggage,left_luggage,Symbols,1.0,1.0,False,left luggage left_luggage Symbols
⚠️,warning,warning,Symbols,0.6,0.6,False,warning warning Symbols
🚸,children crossing,children_crossing,Symbols,1.0,1.0,False,children crossing children_crossing Symbols
⛔,no entry,no_entry,Symbols,0.6,0.6,False,no entry no_entry Symbols
🚫,prohibited,prohibited,Symbols,0.6,0.6,False,prohibited prohibited Symbols
🚳,no bicycles,no_bicycles,Symbols,1.0,1.0,False,no bicycles no_bicycles Symbols
🚭,no smoking,no_smoking,Symbols,0.6,0.6,False,no smoking no_smoking Symbols
🚯,no littering,no_littering,Symbols,1.0,1.0,False,no littering no_littering Symbols
🚱,non-potable water,non_potable_water,Symbols,1.0,1.0,False,non potable water non_potable_water Symbols
🚷,no pedestrians,no_pedestrians,Symbols,1.0,1.0,False,no pedestrians no_pedestrians Symbols
📵,no mobile phones,no_mobile_phones,Symbols,1.0,1.0,False,no mobile phones no_mobile_phones Symbols
🔞,no one under eighteen,no_one_under_eighteen,Symbols,0.6,0.6,False,no one under eighteen no_one_under_eighteen Symbols
☢️,radioactive,radioactive,Symbols,1.0,1.0,False,radioactive radioactive Symbols
☣️,biohazard,biohazard,Symbols,1.0,1.0,False,biohazard biohazard Symbols
⬆️,up arrow,up_arrow,Symbols,0.6,0.6,False,up arrow up_arrow Symbols
↗️,up-right arrow,up_right_arrow,Symbols,0.6,0.6,False,up right arrow up_right_arrow Symbols
➡️,right arrow,right_arrow,Symbols,0.6,0.6,False,right arrow right_arrow Symbols
↘️,down-right arrow,down_right_arrow,Symbols,0.6,0.6,False,down right arrow down_right_arrow Symbols
⬇️,down arrow,down_arrow,Symbols,0.6,0.6,False,down arrow down_arrow Symbols
↙️,down-left arrow,down_left_arrow,Symbols,0.6,0.6,False,down left arrow down_left_arrow Symbols
⬅️,left arrow,left_arrow,Symbols,0.6,0.6,False,left arrow left_arrow Symbols
↖️,up-left arrow,up_left_arrow,Symbols,0.6,0.6,False,up left arrow up_left_arrow Symbols
↕️,up-down arrow,up_down_arrow,Symbols,0.6,0.6,False,up down arrow up_down_arrow Symbols
↔️,left-right arrow,left_right_arrow,Symbols,0.6,0.6,False,left right arrow left_right_arrow Symbols
↩️,right arrow curving left,right_arrow_curving_left,Symbols,0.6,0.6,False,right arrow curving left right_arrow_curving_left Symbols
↪️,left arrow curving right,left_arrow_curving_right,Symbols,0.6,0.6,False,left arrow curving right left_arrow_curving_right Symbols
⤴️,right arrow curving up,right_arrow_curving_up,Symbols,0.6,0.6,False,right arrow curving up right_arrow_curving_up Symbols
⤵️,right arrow curving down,right_arrow_curving_down,Symbols,0.6,0.6,False,right arrow curving down right_arrow_curving_down Symbols
🔃,clockwise vertical arrows,clockwise_vertical_arrows,Symbols,0.6,0.6,False,clockwise vertical arrows clockwise_vertical_arrows Symbols
🔄,counterclockwise arrows button,counterclockwise_arrows_button,Symbols,1.0,1.0,False,counterclockwise arrows button counterclockwise_arrows_button Symbols
🔙,BACK arrow,back_arrow,Symbols,0.6,0.6,False,BACK arrow back_arrow Symbols
🔚,END arrow,end_arrow,Symbols,0.6,0.6,False,END arrow end_arrow Symbols
🔛,ON! arrow,on_arrow,Symbols,0.6,0.6,False,ON! arrow on_arrow Symbols
🔜,SOON arrow,soon_arrow,Symbols,0.6,0.6,False,SOON arrow soon_arrow Symbols
🔝,TOP arrow,top_arrow,Symbols,0.6,0.6,False,TOP arrow top_arrow Symbols
🛐,place of worship,place_of_worship,Symbols,1.0,1.0,False,place of worship place_of_worship Symbols
⚛️,atom symbol,atom_symbol,Symbols,1.0,1.0,False,atom symbol atom_symbol Symbols
🕉️,om,om,Symbols,0.7,0.7,False,om om Symbols
✡️,star of David,star_of_david,Symbols,0.7,0.7,False,star of David star_of_david Symbols
☸️,wheel of dharma,wheel_of_dharma,Symbols,0.7,0.7,False,wheel of dharma wheel_of_dharma Symbols
☯️,yin yang,yin_yang,Symbols,0.7,0.7,False,yin yang yin_yang Symbols
✝️,latin cross,latin_cross,Symbols,0.7,0.7,False,latin cross latin_cross Symbols
☦️,orthodox cross,orthodox_cross,Symbols,1.0,1.0,False,orthodox cross orthodox_cross Symbols
☪️,star and crescent,star_and_crescent,Symbols,0.7,0.7,False,star and crescent star_and_crescent Symbols
☮️,peace symbol,peace_symbol,Symbols,1.0,1.0,False,peace symbol peace_symbol Symbols
🕎,menorah,menorah,Symbols,1.0,1.0,False,menorah menorah Symbols
🔯,dotted six-pointed star,dotted_six_pointed_star,Symbols,0.6,0.6,False,dotted six pointed star dotted_six_pointed_star Symbols
🪯,khanda,khanda,Symbols,15.0,15.0,False,khanda khanda Symbols
♈,Aries,aries,Symbols,0.6,0.6,False,Aries aries Symbols
♉,Taurus,taurus,Symbols,0.6,0.6,False,Taurus taurus Symbols
♊,Gemini,gemini,Symbols,0.6,0.6,False,Gemini gemini Symbols
♋,Cancer,cancer,Symbols,0.6,0.6,False,Cancer cancer Symbols
♌,Leo,leo,Symbols,0.6,0.6,False,Leo leo Symbols
♍,Virgo,virgo,Symbols,0.6,0.6,False,Virgo virgo Symbols
♎,Libra,libra,Symbols,0.6,0.6,False,Libra libra Symbols
♏,Scorpio,scorpio,Symbols,0.6,0.6,False,Scorpio scorpio Symbols
♐,Sagittarius,sagittarius,Symbols,0.6,0.6,False,Sagittarius sagittarius Symbols
♑,Capricorn,capricorn,Symbols,0.6,0.6,False,Capricorn capricorn Symbols
♒,Aquarius,aquarius,Symbols,0.6,0.6,False,Aquarius aquarius Symbols
♓,Pisces,pisces,Symbols,0.6,0.6,False,Pisces pisces Symbols
⛎,Ophiuchus,ophiuchus,Symbols,0.6,0.6,False,Ophiuchus ophiuchus Symbols
🔀,shuffle tracks button,shuffle_tracks_button,Symbols,1.0,1.0,False,shuffle tracks button shuffle_tracks_button Symbols
🔁,repeat button,repeat_button,Symbols,1.0,1.0,False,repeat button repeat_button Symbols
🔂,repeat single button,repeat_single_button,Symbols,1.0,1.0,False,repeat single button repeat_single_button Symbols
▶️,play button,play_button,Symbols,0.6,0.6,False,play button play_button Symbols
⏩,fast-forward button,fast_forward_button,Symbols,0.6,0.6,False,fast forward button fast_forward_button Symbols
⏭️,next track button,next_track_button,Symbols,0.7,0.7,False,next track button next_track_button Symbols
⏯️,play or pause button,play_or_pause_button,Symbols,1.0,1.0,False,play or pause button play_or_pause_button Symbols
◀️,reverse button,reverse_button,Symbols,0.6,0.6,False,reverse button reverse_button Symbols
⏪,fast reverse button,fast_reverse_button,Symbols,0.6,0.6,False,fast reverse button fast_reverse_button Symbols
⏮️,last track button,last_track_button,Symbols,0.7,0.7,False,last track button last_track_button Symbols
🔼,upwards button,upwards_button,Symbols,0.6,0.6,False,upwards button upwards_button Symbols
⏫,fast up button,fast_up_button,Symbols,0.6,0.6,False,fast up button fast_up_button Symbols
🔽,downwards button,downwards_button,Symbols,0.6,0.6,False,downwards button downwards_button Symbols
⏬,fast down button,fast_down_button,Symbols,0.6,0.6,False,fast down button fast_down_button Symbols
⏸️,pause button,pause_button,Symbols,0.7,0.7,False,pause button pause_button Symbols
⏹️,stop button,stop_button,Symbols,0.7,0.7,False,stop button stop_button Symbols
⏺️,record button,record_button,Symbols,0.7,0.7,False,record button record_button Symbols
⏏️,eject button,eject_button,Symbols,1.0,1.0,False,eject button eject_button Symbols
🎦,cinema,cinema,Symbols,0.6,0.6,False,cinema cinema Symbols
🔅,dim button,dim_button,Symbols,1.0,1.0,False,dim button dim_button Symbols
🔆,bright button,bright_button,Symbols,1.0,1.0,False,bright button bright_button Symbols
📶,antenna bars,antenna_bars,Symbols,0.6,0.6,False,antenna bars antenna_bars Symbols
🛜,wireless,wireless,Symbols,15.0,15.0,False,wireless wireless Symbols
📳,vibration mode,vibration_mode,Symbols,0.6,0.6,False,vibration mode vibration_mode Symbols
📴,mobile phone off,mobile_phone_off,Symbols,0.6,0.6,False,mobile phone off mobile_phone_off Symbols
♀️,female sign,female_sign,Symbols,4.0,4.0,False,female sign female_sign Symbols
♂️,male sign,male_sign,Symbols,4.0,4.0,False,male sign male_sign Symbols
⚧️,transgender symbol,transgender_symbol,Symbols,13.0,13.0,False,transgender symbol transgender_symbol Symbols
✖️,multiply,multiply,Symbols,0.6,0.6,False,multiply multiply Symbols
➕,plus,plus,Symbols,0.6,0.6,False,plus plus Symbols
➖,minus,minus,Symbols,0.6,0.6,False,minus minus Symbols
➗,divide,divide,Symbols,0.6,0.6,False,divide divide Symbols
🟰,heavy equals sign,heavy_equals_sign,Symbols,14.0,14.0,False,heavy equals sign heavy_equals_sign Symbols
♾️,infinity,infinity,Symbols,11.0,11.0,False,infinity infinity Symbols
‼️,double exclamation mark,double_exclamation_mark,Symbols,0.6,0.6,False,double exclamation mark double_exclamation_mark Symbols
⁉️,exclamation question mark,exclamation_question_mark,Symbols,0.6,0.6,False,exclamation question mark exclamation_question_mark Symbols
❓,red question mark,red_question_mark,Symbols,0.6,0.6,False,red question mark red_question_mark Symbols
❔,white question mark,white_question_mark,Symbols,0.6,0.6,False,white question mark white_question_mark Symbols
❕,white exclamation mark,white_exclamation_mark,Symbols,0.6,0.6,False,white exclamation mark white_exclamation_mark Symbols
❗,red exclamation mark,red_exclamation_mark,Symbols,0.6,0.6,False,red exclamation mark red_exclamation_mark Symbols
〰️,wavy dash,wavy_dash,Symbols,0.6,0.6,False,wavy dash wavy_dash Symbols
💱,currency exchange,currency_exchange,Symbols,0.6,0.6,False,currency exchange currency_exchange Symbols
💲,heavy dollar sign,heavy_dollar_sign,Symbols,0.6,0.6,False,heavy dollar sign heavy_dollar_sign Symbols
⚕️,medical symbol,medical_symbol,Symbols,4.0,4.0,False,medical symbol medical_symbol Symbols
♻️,recycling symbol,recycling_symbol,Symbols,0.6,0.6,False,recycling symbol recycling_symbol Symbols
⚜️,fleur-de-lis,fleur_de_lis,Symbols,1.0,1.0,False,fleur de lis fleur_de_lis Symbols
🔱,trident emblem,trident_emblem,Symbols,0.6,0.6,False,trident emblem trident_emblem Symbols
📛,name badge,name_badge,Symbols,0.6,0.6,False,name badge name_badge Symbols
🔰,Japanese symbol for beginner,japanese_symbol_for_beginner,Symbols,0.6,0.6,False,Japanese symbol for beginner japanese_symbol_for_beginner Symbols
⭕,hollow red circle,hollow_red_circle,Symbols,0.6,0.6,False,hollow red circle hollow_red_circle Symbols
✅,check mark button,check_mark_button,Symbols,0.6,0.6,False,check mark button check_mark_button Symbols
☑️,check box with check,check_box_with_check,Symbols,0.6,0.6,False,check box with check check_box_with_check Symbols
✔️,check mark,check_mark,Symbols,0.6,0.6,False,check mark check_mark Symbols
❌,cross mark,cross_mark,Symbols,0.6,0.6,False,cross mark cross_mark Symbols
❎,cross mark button,cross_mark_button,Symbols,0.6,0.6,False,cross mark button cross_mark_button Symbols
➰,curly loop,curly_loop,Symbols,0.6,0.6,False,curly loop curly_loop Symbols
➿,double curly loop,double_curly_loop,Symbols,1.0,1.0,False,double curly loop double_curly_loop Symbols
〽️,part alternation mark,part_alternation_mark,Symbols,0.6,0.6,False,part alternation mark part_alternation_mark Symbols
✳️,eight-spoked asterisk,eight_spoked_asterisk,Symbols,0.6,0.6,False,eight spoked asterisk eight_spoked_asterisk Symbols
✴️,eight-pointed star,eight_pointed_star,Symbols,0.6,0.6,False,eight pointed star eight_pointed_star Symbols
❇️,sparkle,sparkle,Symbols,0.6,0.6,False,sparkle sparkle Symbols
©️,copyright,copyright,Symbols,0.6,0.6,False,copyright copyright Symbols
®️,registered,registered,Symbols,0.6,0.6,False,registered registered Symbols
™️,trade mark,trade_mark,Symbols,0.6,0.6,False,trade mark trade_mark Symbols
🫟,splatter,splatter,Symbols,16.0,16.0,False,splatter splatter Symbols
#️⃣,keycap #,keycap_number_sign,Symbols,0.6,0.6,False,keycap # keycap_number_sign Symbols
*️⃣,keycap *,keycap_asterisk,Symbols,2.0,2.0,False,keycap * keycap_asterisk Symbols
0️⃣,keycap 0,keycap_0,Symbols,0.6,0.6,False,keycap 0 keycap_0 Symbols
1️⃣,keycap 1,keycap_1,Symbols,0.6,0.6,False,keycap 1 keycap_1 Symbols
2️⃣,keycap 2,keycap_2,Symbols,0.6,0.6,False,keycap 2 keycap_2 Symbols
3️⃣,keycap 3,keycap_3,Symbols,0.6,0.6,False,keycap 3 keycap_3 Symbols
4️⃣,keycap 4,keycap_4,Symbols,0.6,0.6,False,keycap 4 keycap_4 Symbols
5️⃣,keycap 5,keycap_5,Symbols,0.6,0.6,False,keycap 5 keycap_5 Symbols
6️⃣,keycap 6,keycap_6,Symbols,0.6,0.6,False,keycap 6 keycap_6 Symbols
7️⃣,keycap 7,keycap_7,Symbols,0.6,0.6,False,keycap 7 keycap_7 Symbols
8️⃣,keycap 8,keycap_8,Symbols,0.6,0.6,False,keycap 8 keycap_8 Symbols
9️⃣,keycap 9,keycap_9,Symbols,0.6,0.6,False,keycap 9 keycap_9 Symbols
🔟,keycap 10,keycap_10,Symbols,0.6,0.6,False,keycap 10 keycap_10 Symbols
🔠,input latin uppercase,input_latin_uppercase,Symbols,0.6,0.6,False,input latin uppercase input_latin_uppercase Symbols
🔡,input latin lowercase,input_latin_lowercase,Symbols,0.6,0.6,False,input latin lowercase input_latin_lowercase Symbols
🔢,input numbers,input_numbers,Symbols,0.6,0.6,False,input numbers input_numbers Symbols
🔣,input symbols,input_symbols,Symbols,0.6,0.6,False,input symbols input_symbols Symbols
🔤,input latin letters,input_latin_letters,Symbols,0.6,0.6,False,input latin letters input_latin_letters Symbols
🅰️,A button (blood type),a_button,Symbols,0.6,0.6,False,A button (blood type) a_button Symbols
🆎,AB button (blood type),ab_button,Symbols,0.6,0.6,False,AB button (blood type) ab_button Symbols
🅱️,B button (blood type),b_button,Symbols,0.6,0.6,False,B button (blood type) b_button Symbols
🆑,CL button,cl_button,Symbols,0.6,0.6,False,CL button cl_button Symbols
🆒,COOL button,cool_button,Symbols,0.6,0.6,False,COOL button cool_button Symbols
🆓,FREE button,free_button,Symbols,0.6,0.6,False,FREE button free_button Symbols
ℹ️,information,information,Symbols,0.6,0.6,False,information information Symbols
🆔,ID button,id_button,Symbols,0.6,0.6,False,ID button id_button Symbols
Ⓜ️,circled M,circled_m,Symbols,0.6,0.6,False,circled M circled_m Symbols
🆕,NEW button,new_button,Symbols,0.6,0.6,False,NEW button new_button Symbols
🆖,NG button,ng_button,Symbols,0.6,0.6,False,NG button ng_button Symbols
🅾️,O button (blood type),o_button,Symbols,0.6,0.6,False,O button (blood type) o_button Symbols
🆗,OK button,ok_button,Symbols,0.6,0.6,False,OK button ok_button Symbols
🅿️,P button,p_button,Symbols,0.6,0.6,False,P button p_button Symbols
🆘,SOS button,sos_button,Symbols,0.6,0.6,False,SOS button sos_button Symbols
🆙,UP! button,up_button,Symbols,0.6,0.6,False,UP! button up_button Symbols
🆚,VS button,vs_button,Symbols,0.6,0.6,False,VS button vs_button Symbols
🈁,Japanese “here” button,japanese_here_button,Symbols,0.6,0.6,False,Japanese “here” button japanese_here_button Symbols
🈂️,Japanese “service charge” button,japanese_service_charge_button,Symbols,0.6,0.6,False,Japanese “service charge” button japanese_service_charge_button Symbols
🈷️,Japanese “monthly amount” button,japanese_monthly_amount_button,Symbols,0.6,0.6,False,Japanese “monthly amount” button japanese_monthly_amount_button Symbols
🈶,Japanese “not free of charge” button,japanese_not_free_of_charge_button,Symbols,0.6,0.6,False,Japanese “not free of charge” button japanese_not_free_of_charge_button Symbols
🈯,Japanese “reserved” button,japanese_reserved_button,Symbols,0.6,0.6,False,Japanese “reserved” button japanese_reserved_button Symbols
🉐,Japanese “bargain” button,japanese_bargain_button,Symbols,0.6,0.6,False,Japanese “bargain” button japanese_bargain_button Symbols
🈹,Japanese “discount” button,japanese_discount_button,Symbols,0.6,0.6,False,Japanese “discount” button japanese_discount_button Symbols
🈚,Japanese “free of charge” button,japanese_free_of_charge_button,Symbols,0.6,0.6,False,Japanese “free of charge” button japanese_free_of_charge_button Symbols
🈲,Japanese “prohibited” button,japanese_prohibited_button,Symbols,0.6,0.6,False,Japanese “prohibited” button japanese_prohibited_button Symbols
🉑,Japanese “acceptable” button,japanese_acceptable_button,Symbols,0.6,0.6,False,Japanese “acceptable” button japanese_acceptable_button Symbols
🈸,Japanese “application” button,japanese_application_button,Symbols,0.6,0.6,False,Japanese “application” button japanese_application_button Symbols
🈴,Japanese “passing grade” button,japanese_passing_grade_button,Symbols,0.6,0.6,False,Japanese “passing grade” button japanese_passing_grade_button Symbols
🈳,Japanese “vacancy” button,japanese_vacancy_button,Symbols,0.6,0.6,False,Japanese “vacancy” button japanese_vacancy_button Symbols
㊗️,Japanese “congratulations” button,japanese_congratulations_button,Symbols,0.6,0.6,False,Japanese “congratulations” button japanese_congratulations_button Symbols
㊙️,Japanese “secret” button,japanese_secret_button,Symbols,0.6,0.6,False,Japanese “secret” button japanese_secret_button Symbols
🈺,Japanese “open for business” button,japanese_open_for_business_button,Symbols,0.6,0.6,False,Japanese “open for business” button japanese_open_for_business_button Symbols
🈵,Japanese “no vacancy” button,japanese_no_vacancy_button,Symbols,0.6,0.6,False,Japanese “no vacancy” button japanese_no_vacancy_button Symbols
🔴,red circle,red_circle,Symbols,0.6,0.6,False,red circle red_circle Symbols
🟠,orange circle,orange_circle,Symbols,12.0,12.0,False,orange circle orange_circle Symbols
🟡,yellow circle,yellow_circle,Symbols,12.0,12.0,False,yellow circle yellow_circle Symbols
🟢,green circle,green_circle,Symbols,12.0,12.0,False,green circle green_circle Symbols
🔵,blue circle,blue_circle,Symbols,0.6,0.6,False,blue circle blue_circle Symbols
🟣,purple circle,purple_circle,Symbols,12.0,12.0,False,purple circle purple_circle Symbols
🟤,brown circle,brown_circle,Symbols,12.0,12.0,False,brown circle brown_circle Symbols
⚫,black circle,black_circle,Symbols,0.6,0.6,False,black circle black_circle Symbols
⚪,white circle,white_circle,Symbols,0.6,0.6,False,white circle white_circle Symbols
🟥,red square,red_square,Symbols,12.0,12.0,False,red square red_square Symbols
🟧,orange square,orange_square,Symbols,12.0,12.0,False,orange square orange_square Symbols
🟨,yellow square,yellow_square,Symbols,12.0,12.0,False,yellow square yellow_square Symbols
🟩,green square,green_square,Symbols,12.0,12.0,False,green square green_square Symbols
🟦,blue square,blue_square,Symbols,12.0,12.0,False,blue square blue_square Symbols
🟪,purple square,purple_square,Symbols,12.0,12.0,False,purple square purple_square Symbols
🟫,brown square,brown_square,Symbols,12.0,12.0,False,brown square brown_square Symbols
⬛,black large square,black_large_square,Symbols,0.6,0.6,False,black large square black_large_square Symbols
⬜,white large square,white_large_square,Symbols,0.6,0.6,False,white large square white_large_square Symbols
◼️,black medium square,black_medium_square,Symbols,0.6,0.6,False,black medium square black_medium_square Symbols
◻️,white medium square,white_medium_square,Symbols,0.6,0.6,False,white medium square white_medium_square Symbols
◾,black medium-small square,black_medium_small_square,Symbols,0.6,0.6,False,black medium small square black_medium_small_square Symbols
◽,white medium-small square,white_medium_small_square,Symbols,0.6,0.6,False,white medium small square white_medium_small_square Symbols
▪️,black small square,black_small_square,Symbols,0.6,0.6,False,black small square black_small_square Symbols
▫️,white small square,white_small_square,Symbols,0.6,0.6,False,white small square white_small_square Symbols
🔶,large orange diamond,large_orange_diamond,Symbols,0.6,0.6,False,large orange diamond large_orange_diamond Symbols
🔷,large blue diamond,large_blue_diamond,Symbols,0.6,0.6,False,large blue diamond large_blue_diamond Symbols
🔸,small orange diamond,small_orange_diamond,Symbols,0.6,0.6,False,small orange diamond small_orange_diamond Symbols
🔹,small blue diamond,small_blue_diamond,Symbols,0.6,0.6,False,small blue diamond small_blue_diamond Symbols
🔺,red triangle pointed up,red_triangle_pointed_up,Symbols,0.6,0.6,False,red triangle pointed up red_triangle_pointed_up Symbols
🔻,red triangle pointed down,red_triangle_pointed_down,Symbols,0.6,0.6,False,red triangle pointed down red_triangle_pointed_down Symbols
💠,diamond with a dot,diamond_with_a_dot,Symbols,0.6,0.6,False,diamond with a dot diamond_with_a_dot Symbols
🔘,radio button,radio_button,Symbols,0.6,0.6,False,radio button radio_button Symbols
🔳,white square button,white_square_button,Symbols,0.6,0.6,False,white square button white_square_button Symbols
🔲,black square button,black_square_button,Symbols,0.6,0.6,False,black square button black_square_button Symbols
🏁,chequered flag,chequered_flag,Flags,0.6,0.6,False,chequered flag chequered_flag Flags
🚩,triangular flag,triangular_flag,Flags,0.6,0.6,False,triangular flag triangular_flag Flags
🎌,crossed flags,crossed_flags,Flags,0.6,0.6,False,crossed flags crossed_flags Flags
🏴,black flag,black_flag,Flags,1.0,1.0,False,black flag black_flag Flags
🏳️,white flag,white_flag,Flags,0.7,0.7,False,white flag white_flag Flags
🏳️‍🌈,rainbow flag,rainbow_flag,Flags,4.0,4.0,False,rainbow flag rainbow_flag Flags
🏳️‍⚧️,transgender flag,transgender_flag,Flags,13.0,13.0,False,transgender flag transgender_flag Flags
🏴‍☠️,pirate flag,pirate_flag,Flags,11.0,11.0,False,pirate flag pirate_flag Flags
🇦🇨,flag Ascension Island,flag_ascension_island,Flags,2.0,2.0,False,flag Ascension Island flag_ascension_island Flags
🇦🇩,flag Andorra,flag_andorra,Flags,2.0,2.0,False,flag Andorra flag_andorra Flags
🇦🇪,flag United Arab Emirates,flag_united_arab_emirates,Flags,2.0,2.0,False,flag United Arab Emirates flag_united_arab_emirates Flags
🇦🇫,flag Afghanistan,flag_afghanistan,Flags,2.0,2.0,False,flag Afghanistan flag_afghanistan Flags
🇦🇬,flag Antigua & Barbuda,flag_antigua_barbuda,Flags,2.0,2.0,False,flag Antigua & Barbuda flag_antigua_barbuda Flags
🇦🇮,flag Anguilla,flag_anguilla,Flags,2.0,2.0,False,flag Anguilla flag_anguilla Flags
🇦🇱,flag Albania,flag_albania,Flags,2.0,2.0,False,flag Albania flag_albania Flags
🇦🇲,flag Armenia,flag_armenia,Flags,2.0,2.0,False,flag Armenia flag_armenia Flags
🇦🇴,flag Angola,flag_angola,Flags,2.0,2.0,False,flag Angola flag_angola Flags
🇦🇶,flag Antarctica,flag_antarctica,Flags,2.0,2.0,False,flag Antarctica flag_antarctica Flags
🇦🇷,flag Argentina,flag_argentina,Flags,2.0,2.0,False,flag Argentina flag_argentina Flags
🇦🇸,flag American Samoa,flag_american_samoa,Flags,2.0,2.0,False,flag American Samoa flag_american_samoa Flags
🇦🇹,flag Austria,flag_austria,Flags,2.0,2.0,False,flag Austria flag_austria Flags
🇦🇺,flag Australia,flag_australia,Flags,2.0,2.0,False,flag Australia flag_australia Flags
🇦🇼,flag Aruba,flag_aruba,Flags,2.0,2.0,False,flag Aruba flag_aruba Flags
🇦🇽,flag Åland Islands,flag_aland_islands,Flags,2.0,2.0,False,flag Åland Islands flag_aland_islands Flags
🇦🇿,flag Azerbaijan,flag_azerbaijan,Flags,2.0,2.0,False,flag Azerbaijan flag_azerbaijan Flags
🇧🇦,flag Bosnia & Herzegovina,flag_bosnia_herzegovina,Flags,2.0,2.0,False,flag Bosnia & Herzegovina flag_bosnia_herzegovina Flags
🇧🇧,flag Barbados,flag_barbados,Flags,2.0,2.0,False,flag Barbados flag_barbados Flags
🇧🇩,flag Bangladesh,flag_bangladesh,Flags,2.0,2.0,False,flag Bangladesh flag_bangladesh Flags
🇧🇪,flag Belgium,flag_belgium,Flags,2.0,2.0,False,flag Belgium flag_belgium Flags
🇧🇫,flag Burkina Faso,flag_burkina_faso,Flags,2.0,2.0,False,flag Burkina Faso flag_burkina_faso Flags
🇧🇬,flag Bulgaria,flag_bulgaria,Flags,2.0,2.0,False,flag Bulgaria flag_bulgaria Flags
🇧🇭,flag Bahrain,flag_bahrain,Flags,2.0,2.0,False,flag Bahrain flag_bahrain Flags
🇧🇮,flag Burundi,flag_burundi,Flags,2.0,2.0,False,flag Burundi flag_burundi Flags
🇧🇯,flag Benin,flag_benin,Flags,2.0,2.0,False,flag Benin flag_benin Flags
🇧🇱,flag St. Barthélemy,flag_st_barthelemy,Flags,2.0,2.0,False,flag St. Barthélemy flag_st_barthelemy Flags
🇧🇲,flag Bermuda,flag_bermuda,Flags,2.0,2.0,False,flag Bermuda flag_bermuda Flags
🇧🇳,flag Brunei,flag_brunei,Flags,2.0,2.0,False,flag Brunei flag_brunei Flags
🇧🇴,flag Bolivia,flag_bolivia,Flags,2.0,2.0,False,flag Bolivia flag_bolivia Flags
🇧🇶,flag Caribbean Netherlands,flag_caribbean_netherlands,Flags,2.0,2.0,False,flag Caribbean Netherlands flag_caribbean_netherlands Flags
🇧🇷,flag Brazil,flag_brazil,Flags,2.0,2.0,False,flag Brazil flag_brazil Flags
🇧🇸,flag Bahamas,flag_bahamas,Flags,2.0,2.0,False,flag Bahamas flag_bahamas Flags
🇧🇹,flag Bhutan,flag_bhutan,Flags,2.0,2.0,False,flag Bhutan flag_bhutan Flags
🇧🇻,flag Bouvet Island,flag_bouvet_island,Flags,2.0,2.0,False,flag Bouvet Island flag_bouvet_island Flags
🇧🇼,flag Botswana,flag_botswana,Flags,2.0,2.0,False,flag Botswana flag_botswana Flags
🇧🇾,flag Belarus,flag_belarus,Flags,2.0,2.0,False,flag Belarus flag_belarus Flags
🇧🇿,flag Belize,flag_belize,Flags,2.0,2.0,False,flag Belize flag_belize Flags
🇨🇦,flag Canada,flag_canada,Flags,2.0,2.0,False,flag Canada flag_canada Flags
🇨🇨,flag Cocos (Keeling) Islands,flag_cocos_islands,Flags,2.0,2.0,False,flag Cocos (Keeling) Islands flag_cocos_islands Flags
🇨🇩,flag Congo - Kinshasa,flag_congo_kinshasa,Flags,2.0,2.0,False,flag Congo   Kinshasa flag_congo_kinshasa Flags
🇨🇫,flag Central African Republic,flag_central_african_republic,Flags,2.0,2.0,False,flag Central African Republic flag_central_african_republic Flags
🇨🇬,flag Congo - Brazzaville,flag_congo_brazzaville,Flags,2.0,2.0,False,flag Congo   Brazzaville flag_congo_brazzaville Flags
🇨🇭,flag Switzerland,flag_switzerland,Flags,2.0,2.0,False,flag Switzerland flag_switzerland Flags
🇨🇮,flag Côte d’Ivoire,flag_cote_d_ivoire,Flags,2.0,2.0,False,flag Côte d’Ivoire flag_cote_d_ivoire Flags
🇨🇰,flag Cook Islands,flag_cook_islands,Flags,2.0,2.0,False,flag Cook Islands flag_cook_islands Flags
🇨🇱,flag Chile,flag_chile,Flags,2.0,2.0,False,flag Chile flag_chile Flags
🇨🇲,flag Cameroon,flag_cameroon,Flags,2.0,2.0,False,flag Cameroon flag_cameroon Flags
🇨🇳,flag China,flag_china,Flags,0.6,0.6,False,flag China flag_china Flags
🇨🇴,flag Colombia,flag_colombia,Flags,2.0,2.0,False,flag Colombia flag_colombia Flags
🇨🇵,flag Clipperton Island,flag_clipperton_island,Flags,2.0,2.0,False,flag Clipperton Island flag_clipperton_island Flags
🇨🇶,flag Sark,flag_sark,Flags,16.0,16.0,False,flag Sark flag_sark Flags
🇨🇷,flag Costa Rica,flag_costa_rica,Flags,2.0,2.0,False,flag Costa Rica flag_costa_rica Flags
🇨🇺,flag Cuba,flag_cuba,Flags,2.0,2.0,False,flag Cuba flag_cuba Flags
🇨🇻,flag Cape Verde,flag_cape_verde,Flags,2.0,2.0,False,flag Cape Verde flag_cape_verde Flags
🇨🇼,flag Curaçao,flag_curacao,Flags,2.0,2.0,False,flag Curaçao flag_curacao Flags
